Chair Name, Cell Name, Location ID, Chair X, Chair Y, Chair Z
"Chair #5", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 319.525330, 4.268324, -124.808929
"Chair #6", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 379.694702, -291.977783, -123.146461
"Chair #7", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 393.825043, -177.244751, -125.914391
"Chair #8", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 413.683105, 145.657242, -124.808914
"Chair #9", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 449.828796, 46.619175, -124.808914
"Chair #10", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 501.230804, -174.635437, -122.377380
"Chair #11", "Castle Skingrad South Hall", "SkingradCastleSouthHall", 506.238525, -306.735474, -122.377380
"Bed #1", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -1114.695313, 897.079529, 1.084326
"Bed #2", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -455.985321, 152.923340, 0.737495
"Bench #1", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -1005.987854, 121.629890, 17.930634
"Bench #2", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -1010.349182, 258.253723, 16.427910
"Bench #3", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -1312.381714, 426.805939, 15.728263
"Bench #4", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -1317.345825, 296.707764, 15.875540
"Chair #1", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", -110.442291, 845.087585, -81.219971
"Chair #2", "Castle Skingrad Wine Cellar", "SkingradCastleWineCellar", 1999.459106, -369.158295, -211.241302
"Throne #1", "Castle Varaldo Interior", "CastleVaraldo", -2413.540039, -484.603516, -223.424103
"Bed #1", "Catacombs of The Temple of The Moth", "TempleMothCatacombs02", 143.267029, 140.386017, 816.942566
"Bed #2", "Catacombs of The Temple of The Moth", "TempleMothCatacombs02", 16.150843, 383.136932, 816.942566
"Bed #3", "Catacombs of The Temple of The Moth", "TempleMothCatacombs02", 18.730804, 492.987610, 816.942566
"Bed #4", "Catacombs of The Temple of The Moth", "TempleMothCatacombs02", 184.142944, 384.384460, 816.942505
"Bed #5", "Catacombs of The Temple of The Moth", "TempleMothCatacombs02", 186.437042, 493.914185, 816.942627
"Bed #6", "Catacombs of The Temple of The Moth", "TempleMothCatacombs02", 47.154182, 140.082825, 816.942627
"Stool #1", "Cave Tomb Warehouse", "WarehouseCaveTombNecro", 4706.826660, 8013.532715, 28627.781250
"A Battered Stool #1", "Ceyatatar", "Ceyatatar", -1101.170288, -679.305969, -404.691467
"Bedroll #1", "Ceyatatar", "Ceyatatar", -1205.114502, -359.587585, -421.098999
"Stone Throne #1", "Ceyatatar", "Ceyatatar", -1024.000000, -448.000000, -391.497498
"Stone Throne #2", "Ceyatatar", "Ceyatatar", -768.000000, -448.000000, -391.497498
"Bench #1", "Chair testing", "TestChairs", -240.430237, -539.065430, 613.666748
"Bench #2", "Chair testing", "TestChairs", 154.119080, -157.899826, 613.229004
"Bench #3", "Chair testing", "TestChairs", 321.786560, -482.421875, 613.699890
"Chair #1", "Chair testing", "TestChairs", -226.197937, 99.673767, 644.323120
"Chair #2", "Chair testing", "TestChairs", -321.995941, 197.821655, 644.323120
"Chair #3", "Chair testing", "TestChairs", -392.735260, 83.225403, 644.323120
"Chair #4", "Chair testing", "TestChairs", -67.485146, -174.867844, 632.587463
"Chair #5", "Chair testing", "TestChairs", 169.047897, 134.040100, 644.323120
"Chair #6", "Chair testing", "TestChairs", 344.484283, -165.827377, 631.957703
"Chair #7", "Chair testing", "TestChairs", 466.717621, 99.318108, 644.323120
"Chair #8", "Chair testing", "TestChairs", 543.048523, -470.312500, 641.736084
"Chair #9", "Chair testing", "TestChairs", 574.214722, -295.426025, 642.067688
"Chair #10", "Chair testing", "TestChairs", 582.289124, -179.321671, 643.619263
"Chair #11", "Chair testing", "TestChairs", 71.606300, 132.726364, 644.323120
"Stool #1", "Chair testing", "TestChairs", -266.891541, -309.633453, 614.238281
"Stool #2", "Chair testing", "TestChairs", -308.051788, 17.524366, 613.678833
"Stool #3", "Chair testing", "TestChairs", -497.408691, -463.300262, 613.678833
"Stool #4", "Chair testing", "TestChairs", 88.208870, -463.844177, 613.604065
"Throne #1", "Chair testing", "TestChairs", -532.075684, -187.478424, 657.329407
"Bed #1", "Chamber of the Lost", "SkingradCastleChamberOfTheLost", -785.739746, -986.334534, 26.195805
"Stool #1", "Chamber of the Lost", "SkingradCastleChamberOfTheLost", -868.067505, -893.239197, 0.071308
"Bed #1", "Chapel Hall", "KvatchChapelHall", -37.912243, 746.083679, -91.948921
"Bed #2", "Chapel Hall", "KvatchChapelHall", 560.244690, 758.121094, -91.988304
"Bedroll #1", "Chapel Hall", "KvatchChapelHall", -2.916037, 462.158264, -125.889488
"Bedroll #2", "Chapel Hall", "KvatchChapelHall", 19.921003, 579.812378, -122.956131
"Bedroll #3", "Chapel Hall", "KvatchChapelHall", 291.381409, 727.813721, -125.889503
"Bedroll #4", "Chapel Hall", "KvatchChapelHall", 459.832306, -464.517487, -125.889511
"Bedroll #5", "Chapel Hall", "KvatchChapelHall", 471.865265, -582.360657, -125.889511
"Bedroll #6", "Chapel Hall", "KvatchChapelHall", 485.970520, 495.273224, -125.889496
"Bedroll #7", "Chapel Hall", "KvatchChapelHall", 71.651047, -551.623840, -125.889511
"Chair #1", "Chapel Hall", "KvatchChapelHall", 258.934692, -768.349731, -80.686295
"Chair #2", "Chapel Hall", "KvatchChapelHall", 486.589905, -784.344482, -80.686295
"Bed #1", "Chapel Hall", "ChorrolChapelHall", 1290.496948, -261.715485, -77.429169
"Bed #2", "Chapel Hall", "ChorrolChapelHall", 260.450409, -965.876160, -175.074005
"Bed #3", "Chapel Hall", "ChorrolChapelHall", 264.585693, 468.010040, -174.775726
"Bench #1", "Chapel Hall", "ChorrolChapelHall", 1034.259888, -8.869802, -111.609070
"Bench #2", "Chapel Hall", "ChorrolChapelHall", 1324.375366, -469.043213, -111.941521
"Bench #3", "Chapel Hall", "ChorrolChapelHall", 1333.507080, -50.255562, -111.941521
"Bench #4", "Chapel Hall", "ChorrolChapelHall", 340.073639, -1281.521240, -207.609039
"Bench #5", "Chapel Hall", "ChorrolChapelHall", 430.157227, 762.739136, -207.609039
"Bench #6", "Chapel Hall", "ChorrolChapelHall", 91.195747, -260.053009, -109.791397
"Chair #1", "Chapel Hall", "ChorrolChapelHall", -0.218828, -406.268097, -83.241318
"Chair #2", "Chapel Hall", "ChorrolChapelHall", -172.468826, 68.406761, -81.989235
"Chair #3", "Chapel Hall", "ChorrolChapelHall", -317.400787, 51.714111, -81.989235
"Chair #4", "Chapel Hall", "ChorrolChapelHall", 12.718069, -110.598671, -73.400848
"Stool #1", "Chapel Hall", "ChorrolChapelHall", 306.504761, -978.881897, -202.502045
"Bed #1", "Chapel Hall", "SkingradChapelHall", -263.872406, 220.491425, -80.058792
"Bed #2", "Chapel Hall", "SkingradChapelHall", 1031.979370, -259.196503, -80.530090
"Bed #3", "Chapel Hall", "SkingradChapelHall", 263.796967, 225.679092, -80.058792
"Bed #4", "Chapel Hall", "SkingradChapelHall", 751.960022, 725.829712, -173.031113
"Bed #5", "Chapel Hall", "SkingradChapelHall", 753.734680, -1230.226318, -173.031143
"Bench #1", "Chapel Hall", "SkingradChapelHall", 1074.049683, -56.220825, -110.622314
"Bench #2", "Chapel Hall", "SkingradChapelHall", 3.705645, -952.464355, -111.941528
"Bench #3", "Chapel Hall", "SkingradChapelHall", 435.200806, -1317.998535, -205.918747
"Chair #1", "Chapel Hall", "SkingradChapelHall", -144.440903, -1044.631226, -83.241325
"Chair #2", "Chapel Hall", "SkingradChapelHall", -173.770844, 70.970718, -81.689850
"Chair #3", "Chapel Hall", "SkingradChapelHall", -25.522770, 486.770477, -80.074188
"Chair #4", "Chapel Hall", "SkingradChapelHall", -313.800842, 362.102966, -81.689850
"Chair #5", "Chapel Hall", "SkingradChapelHall", -314.577271, 61.060551, -81.689850
"Chair #6", "Chapel Hall", "SkingradChapelHall", 153.861481, -1057.761719, -83.241325
"Chair #7", "Chapel Hall", "SkingradChapelHall", 172.426880, -584.944946, -81.689850
"Chair #8", "Chapel Hall", "SkingradChapelHall", 175.217209, 78.321709, -81.689850
"Chair #9", "Chapel Hall", "SkingradChapelHall", 324.011719, 369.872284, -81.689850
"Chair #10", "Chapel Hall", "SkingradChapelHall", 326.909821, -577.508423, -81.689850
"Chair #11", "Chapel Hall", "SkingradChapelHall", 329.875793, 79.328239, -81.689850
"Chair #12", "Chapel Hall", "SkingradChapelHall", 576.900452, -1504.321899, -177.689819
"Chair #13", "Chapel Hall", "SkingradChapelHall", 618.536194, 1051.423462, -175.966507
"Chair #14", "Chapel Hall", "SkingradChapelHall", 787.361450, -9.814061, -79.966507
"Bed #1", "Chapel Hall", "AnvilChapelHall", -263.872406, 220.491425, -80.058792
"Bed #2", "Chapel Hall", "AnvilChapelHall", 1032.793457, -258.434387, -77.728607
"Bed #3", "Chapel Hall", "AnvilChapelHall", 263.796967, 225.679092, -80.058792
"Bed #4", "Chapel Hall", "AnvilChapelHall", 751.960022, 725.829712, -173.031113
"Bed #5", "Chapel Hall", "AnvilChapelHall", 753.734680, -1230.226318, -173.031143
"Bench #1", "Chapel Hall", "AnvilChapelHall", 1074.049683, -56.220825, -110.622314
"Bench #2", "Chapel Hall", "AnvilChapelHall", 3.705645, -952.464355, -111.941528
"Bench #3", "Chapel Hall", "AnvilChapelHall", 435.200806, -1317.998535, -205.918747
"Chair #1", "Chapel Hall", "AnvilChapelHall", -144.440903, -1044.631226, -83.241325
"Chair #2", "Chapel Hall", "AnvilChapelHall", -173.770844, 70.970718, -81.689850
"Chair #3", "Chapel Hall", "AnvilChapelHall", -314.577271, 61.060551, -81.689850
"Chair #4", "Chapel Hall", "AnvilChapelHall", -326.852783, 329.093750, -81.689850
"Chair #5", "Chapel Hall", "AnvilChapelHall", -8.446217, 488.157166, -80.074188
"Chair #6", "Chapel Hall", "AnvilChapelHall", 153.861481, -1057.761719, -83.241325
"Chair #7", "Chapel Hall", "AnvilChapelHall", 172.426880, -584.944946, -81.689850
"Chair #8", "Chapel Hall", "AnvilChapelHall", 175.217209, 78.321709, -81.689850
"Chair #9", "Chapel Hall", "AnvilChapelHall", 326.909821, -577.508423, -81.689850
"Chair #10", "Chapel Hall", "AnvilChapelHall", 329.875793, 79.328239, -81.689850
"Chair #11", "Chapel Hall", "AnvilChapelHall", 332.757568, 316.753723, -81.689850
"Chair #12", "Chapel Hall", "AnvilChapelHall", 591.823303, -1513.009888, -177.689819
"Chair #13", "Chapel Hall", "AnvilChapelHall", 673.119812, 996.062073, -175.966507
"Chair #14", "Chapel Hall", "AnvilChapelHall", 783.144348, -16.569019, -79.966507
"Bed #1", "Chapel Hall", "LeyawiinChapelHall", 1278.762573, -270.416626, -80.129807
"Bed #2", "Chapel Hall", "LeyawiinChapelHall", 269.532806, 470.249146, -174.335464
"Bed #3", "Chapel Hall", "LeyawiinChapelHall", 271.094147, -979.584717, -174.476303
"Chair #1", "Chapel Hall", "LeyawiinChapelHall", -102.429810, -283.783630, -83.241325
"Chair #2", "Chapel Hall", "LeyawiinChapelHall", -175.485367, 63.762138, -83.241333
"Chair #3", "Chapel Hall", "LeyawiinChapelHall", -306.878510, 67.791534, -83.241333
"Chair #4", "Chapel Hall", "LeyawiinChapelHall", 1.383603, -430.642914, -83.241325
"Chair #5", "Chapel Hall", "LeyawiinChapelHall", 100.194542, -229.830551, -83.241325
"Chair #6", "Chapel Hall", "LeyawiinChapelHall", 345.420135, -1248.540161, -179.241318
"Chair #7", "Chapel Hall", "LeyawiinChapelHall", 4.571044, -67.140244, -83.241325
"Chair #8", "Chapel Hall", "LeyawiinChapelHall", 452.545227, 731.004822, -179.241318
"Bed #1", "Chapel Hall", "CheydinhalChapelHall", 1290.421265, -249.633255, -80.530090
"Bed #2", "Chapel Hall", "CheydinhalChapelHall", 264.996826, 461.768982, -173.031143
"Bed #3", "Chapel Hall", "CheydinhalChapelHall", 265.350952, -981.007141, -173.031113
"Bench #1", "Chapel Hall", "CheydinhalChapelHall", 1342.343384, -462.740173, -112.149200
"Bench #2", "Chapel Hall", "CheydinhalChapelHall", 1343.334229, -49.263016, -112.149200
"Bench #3", "Chapel Hall", "CheydinhalChapelHall", 596.759766, 545.987061, -208.149200
"Chair #1", "Chapel Hall", "CheydinhalChapelHall", -11.925756, -411.847229, -82.338943
"Chair #2", "Chapel Hall", "CheydinhalChapelHall", -114.124115, -252.062073, -82.338943
"Chair #3", "Chapel Hall", "CheydinhalChapelHall", -161.860794, 33.465580, -82.338943
"Chair #4", "Chapel Hall", "CheydinhalChapelHall", -318.346588, 69.671478, -82.338943
"Chair #5", "Chapel Hall", "CheydinhalChapelHall", 1034.972778, 4.496000, -82.338928
"Chair #6", "Chapel Hall", "CheydinhalChapelHall", 106.739090, -294.187225, -82.338943
"Chair #7", "Chapel Hall", "CheydinhalChapelHall", 432.016846, 749.957336, -178.338959
"Chair #8", "Chapel Hall", "CheydinhalChapelHall", 439.648621, -1319.124756, -178.557449
"Chair #9", "Chapel Hall", "CheydinhalChapelHall", 5.939538, -98.633980, -82.338943
"Bed #1", "Chapel Hall", "BravilChapelGreatHall", 1292.959473, -242.010895, -80.129807
"Bed #2", "Chapel Hall", "BravilChapelGreatHall", 294.214783, -985.773804, -174.476303
"Bed #3", "Chapel Hall", "BravilChapelGreatHall", 300.735321, 468.985504, -175.073990
"Bench #1", "Chapel Hall", "BravilChapelGreatHall", 1328.449829, -75.603462, -112.149200
"Bench #2", "Chapel Hall", "BravilChapelGreatHall", 1342.343384, -462.740173, -112.149200
"Bench #3", "Chapel Hall", "BravilChapelGreatHall", 596.759766, 545.987061, -208.149200
"Chair #1", "Chapel Hall", "BravilChapelGreatHall", -114.816772, -249.679703, -83.540771
"Chair #2", "Chapel Hall", "BravilChapelGreatHall", -179.619385, 78.166534, -82.338943
"Chair #3", "Chapel Hall", "BravilChapelGreatHall", -2.861019, -413.305176, -83.540771
"Chair #4", "Chapel Hall", "BravilChapelGreatHall", -307.380646, 83.483742, -82.338943
"Chair #5", "Chapel Hall", "BravilChapelGreatHall", 1034.972778, 4.496000, -82.338928
"Chair #6", "Chapel Hall", "BravilChapelGreatHall", 111.302086, -265.719574, -83.540771
"Chair #7", "Chapel Hall", "BravilChapelGreatHall", 2.660146, -98.634552, -83.241333
"Chair #8", "Chapel Hall", "BravilChapelGreatHall", 332.373016, -1266.723633, -178.557449
"Chair #9", "Chapel Hall", "BravilChapelGreatHall", 432.016846, 749.957336, -178.338959
"Bed #1", "Chapel Hall", "BrumaChapelHall", 1280.143555, -257.465485, -80.530090
"Bed #2", "Chapel Hall", "BrumaChapelHall", 259.093414, -978.101013, -175.060425
"Bed #3", "Chapel Hall", "BrumaChapelHall", 260.357025, 462.213104, -173.031143
"Chair #1", "Chapel Hall", "BrumaChapelHall", -15.522530, -94.159683, -82.757927
"Chair #2", "Chapel Hall", "BrumaChapelHall", -179.566345, 80.287567, -82.338943
"Chair #3", "Chapel Hall", "BrumaChapelHall", -307.433655, 81.362663, -82.338943
"Chair #4", "Chapel Hall", "BrumaChapelHall", 1021.904541, -19.941742, -80.550629
"Chair #5", "Chapel Hall", "BrumaChapelHall", 12.318434, -426.142029, -82.757927
"Chair #6", "Chapel Hall", "BrumaChapelHall", 409.791840, -1340.402222, -178.557449
"Bedroll #1", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1010.906250, 674.750183, -1149.887817
"Bedroll #2", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1036.972046, -640.852539, -1149.887817
"Bedroll #3", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1138.279785, 667.971802, -1149.887817
"Bedroll #4", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1161.730469, -634.281494, -1149.887817
"Bedroll #5", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1561.258179, -620.867004, -1149.887817
"Bedroll #6", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1637.763062, 596.095764, -1149.887817
"Bedroll #7", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1677.720581, -544.464233, -1149.887817
"Bedroll #8", "Chapel of Akatosh", "KvatchChapelofAkatosh", 645.165771, 670.520874, -1149.887817
"Bedroll #9", "Chapel of Akatosh", "KvatchChapelofAkatosh", 678.485352, -686.185547, -1149.887817
"Bedroll #10", "Chapel of Akatosh", "KvatchChapelofAkatosh", 762.015381, 646.935913, -1149.887817
"Bedroll #11", "Chapel of Akatosh", "KvatchChapelofAkatosh", 937.341919, -369.305267, -1149.887817
"Chair #1", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1391.593872, 705.237000, -1104.688232
"Pew #1", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1064.230103, -220.141159, -1115.990723
"Pew #2", "Chapel of Akatosh", "KvatchChapelofAkatosh", 1096.000000, 124.000000, -1116.000000
"Pew #3", "Chapel of Akatosh", "KvatchChapelofAkatosh", 750.696106, 211.606461, -1115.990723
"Pew #4", "Chapel of Akatosh", "KvatchChapelofAkatosh", 891.727661, 18.353186, -1115.990723
"Pew #1", "Chapel of Dibella", "AnvilChapelofDibella", 261.296906, -161.222641, -602.327026
"Pew #2", "Chapel of Dibella", "AnvilChapelofDibella", 261.296906, 162.718628, -603.324707
"Pew #3", "Chapel of Dibella", "AnvilChapelofDibella", 416.053162, -161.222641, -602.327026
"Pew #4", "Chapel of Dibella", "AnvilChapelofDibella", 416.053162, 162.718628, -602.327026
"Pew #5", "Chapel of Dibella", "AnvilChapelofDibella", 569.965637, -161.222641, -602.327026
"Pew #6", "Chapel of Dibella", "AnvilChapelofDibella", 569.965637, 162.718628, -602.327026
"Pew #1", "Chapel of Stendarr", "ChorrolChapelOfStendarr", 261.296906, -161.222641, -603.990723
"Pew #2", "Chapel of Stendarr", "ChorrolChapelOfStendarr", 261.296906, 162.718628, -603.990723
"Pew #3", "Chapel of Stendarr", "ChorrolChapelOfStendarr", 416.053162, -161.222641, -603.990723
"Pew #4", "Chapel of Stendarr", "ChorrolChapelOfStendarr", 416.053162, 162.718628, -603.990723
"Pew #5", "Chapel of Stendarr", "ChorrolChapelOfStendarr", 569.965637, -161.222641, -603.990723
"Pew #6", "Chapel of Stendarr", "ChorrolChapelOfStendarr", 569.965637, 162.718628, -603.990723
"Bench #1", "Chapel of the Brethren", "HackdirtChapel", 1937.521362, 1932.871582, 6910.585938
"Bench #2", "Chapel of the Brethren", "HackdirtChapel", 1946.389648, 2185.073486, 6910.585938
"Bench #3", "Chapel of the Brethren", "HackdirtChapel", 1951.353149, 2050.327393, 6910.585938
"Bench #4", "Chapel of the Brethren", "HackdirtChapel", 2146.902344, 1926.878418, 6910.585938
"Bench #5", "Chapel of the Brethren", "HackdirtChapel", 2148.435547, 2184.343750, 6910.585938
"Bench #6", "Chapel of the Brethren", "HackdirtChapel", 2153.399170, 2049.597656, 6910.585938
"Bedroll #1", "Chapel Undercroft", "KvatchChapelUndercroft", 260.453094, 282.680908, -157.889496
"Bedroll #2", "Chapel Undercroft", "KvatchChapelUndercroft", 272.824463, 165.114761, -157.889496
"Bed #1", "Chapel Undercroft", "ChorrolChapelUndercroft", 205.069168, -1277.015991, -223.874039
"Stool #1", "Charcoal Cave - Bandit Lair", "CharcoalCave03", 4867.856445, 418.935303, -4.575987
"Stool #1", "Charcoal Cave", "CharcoalCave", 6339.856445, 2594.935547, 7162.313965
"Bed #1", "Chestnut Handy Stables", "ICChestnutHandyStables", 181.825928, 207.894516, -48.048027
"Bedroll #1", "Chestnut Handy Stables", "ICChestnutHandyStables", -168.191040, -176.495087, -74.483658
"Bedroll #2", "Chestnut Handy Stables", "ICChestnutHandyStables", -346.979736, -92.085220, -87.371674
"Chair #1", "Chestnut Handy Stables", "ICChestnutHandyStables", -241.175781, 149.785233, -42.752319
"Chair #2", "Chestnut Handy Stables", "ICChestnutHandyStables", -45.448624, 119.602440, -42.698891
"Chair #3", "Chestnut Handy Stables", "ICChestnutHandyStables", 251.025681, -19.398216, -46.341763
"Bed #1", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1530.682007, 417.289246, -205.172653
"Bed #2", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1532.627075, 171.430344, -207.830505
"Bed #3", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 33.175114, 1033.911743, -205.429352
"Bed #4", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 377.290283, 1031.336548, -205.429260
"Bench #1", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1043.413452, -19.138403, -239.642334
"Bench #2", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1252.232544, 553.879944, -239.642334
"Bench #3", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1423.861084, 416.151917, -238.432983
"Chair #1", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", -13.015193, 630.166626, -211.280243
"Chair #2", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", -65.910355, 525.036438, -211.280243
"Chair #3", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1125.069824, 148.529205, -210.718292
"Chair #4", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1128.175781, 203.725250, -206.717438
"Chair #5", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 116.014305, 476.074982, -211.280243
"Chair #6", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1247.373291, 192.383575, -207.353058
"Chair #7", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 1250.564209, 130.640045, -210.718292
"Chair #8", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 238.468262, 535.115051, -211.280243
"Chair #9", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 250.273254, 671.869568, -211.280243
"Chair #10", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 300.211426, 538.305969, -207.915009
"Chair #11", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 317.312653, 676.766785, -207.279388
"Chair #12", "Cheydinhal Bridge Inn Basement", "CheydinhalBridgeInnBasement", 984.498352, 513.283264, -211.241547
"Bed #1", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 682.273926, -469.314209, -176.898422
"Bench #1", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", -76.852150, -691.500183, -211.111298
"Chair #1", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", -135.184265, -426.618927, -181.159058
"Chair #2", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", -181.826599, -573.421448, -181.159042
"Chair #3", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 20.035074, -553.502930, -181.159058
"Chair #4", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 262.551208, -284.756256, -180.011703
"Chair #5", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 284.097168, -159.837540, -180.011734
"Chair #6", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 324.361572, -283.369537, -176.646500
"Chair #7", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 339.178955, -164.554153, -176.010880
"Chair #8", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 389.005249, -508.355591, -182.742630
"Chair #9", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 702.595154, -69.298264, -177.772247
"Chair #10", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 805.535950, -270.138550, -182.710571
"Stool #1", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", -203.889343, -637.380615, -431.135132
"Stool #2", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", -252.389999, -564.033569, -431.135132
"Stool #3", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 408.286560, -221.550934, -431.135132
"Stool #4", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 541.317871, -490.531036, -431.135132
"Stool #5", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 596.852356, -256.639984, -431.135132
"Stool #6", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 653.261780, -251.622299, -431.135132
"Stool #7", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 667.203918, -495.849854, -431.135132
"Stool #8", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 712.470703, -261.382935, -431.135132
"Stool #9", "Cheydinhal Bridge Inn", "CheydinhalBridgeInn", 838.921021, -345.867371, -431.135132
"Bed #1", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -909.891479, -1630.184082, -158.046417
"Bed #2", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -915.445618, -1423.650879, -158.046417
"Bench #1", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -13.251059, -883.186768, -560.595337
"Bench #2", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", 12.434037, -113.804924, -560.595337
"Chair #1", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2161.684814, -907.041138, -272.671814
"Chair #2", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2210.112305, -46.289314, -272.671814
"Chair #3", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2349.382324, 91.798775, -270.560883
"Chair #4", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2428.539063, -1067.759033, -272.671814
"Chair #5", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2515.853760, 3.003955, -270.528809
"Chair #6", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2677.641357, -1093.656738, -272.671814
"Throne #1", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2328.000000, -433.719696, -223.976166
"Throne #2", "Cheydinhal Castle County Hall", "CheydinhalCastleCountyHall", -2328.000000, -525.469666, -223.976166
"Bed #1", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", -342.952087, -1077.446289, -289.984436
"Bed #2", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", -355.539429, -301.283295, -289.984436
"Bed #3", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", -99.107666, -303.045746, -289.984436
"Bed #4", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 1462.386597, -1170.599365, -159.057617
"Bed #5", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 1471.648560, -966.194946, -159.057617
"Bed #6", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 230.562469, -367.931519, -289.984436
"Chair #1", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 1004.110046, -657.217224, -157.351318
"Chair #2", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 1166.099365, -1209.467773, -157.351318
"Chair #3", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 69.955582, -290.754944, -292.177429
"Stool #1", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", -425.794556, -944.507446, -305.102844
"Stool #2", "Cheydinhal Castle Dungeon", "CheydinhalCastleDungeon", 0.000015, -463.999969, -312.000000
"Bench #1", "Cheydinhal Castle Great Hall", "CheydinhalCastleGreatHall", -661.394226, -80.037468, -302.630981
"Bench #2", "Cheydinhal Castle Great Hall", "CheydinhalCastleGreatHall", 1249.317993, -41.985092, -302.630981
